applicant_id,age,annual_income,employment_years,loan_amount,loan_term_months,credit_score,debt_to_income,num_prior_defaults,home_ownership,loan_purpose,defaulted
A300824,67,65000.0,1.2,11400,48,774.0,0.438,0,RENT,debt_consolidation,0
A301334,59,57700.0,9.5,20500,36,698.0,0.239,0,mortgage,debt_consolidation,0
A301598,30,,10.4,26700,36,644.0,0.067,0,MORTGAGE,debt_consolidation,0
A300300,53,47900.0,5.3,12000,36,,0.217,1,OWN,home_improvement,0
A300591,47,117900.0,3.8,13500,60,657.0,0.515,1,rent,home_improvement,0
A301390,45,51600.0,9.0,29300,36,658.0,0.151,1,MORTGAGE,other,1
A301081,50,43800.0,8.7,5200,48,764.0,0.401,0,MORTGAGE,major_purchase,0
A300629,46,49200.0,2.9,8500,48,758.0,0.327,0,MORTGAGE,debt_consolidation,0
A301573,67,44900.0,19.2,16000,48,704.0,0.422,0,MORTGAGE,other,0
A300764,32,75800.0,4.7,6200,24,661.0,0.114,0,MORTGAGE,debt_consolidation,0
A301562,57,50600.0,6.6,10400,36,709.0,0.377,0,MORTGAGE,major_purchase,1
A300469,67,54000.0,4.7,22900,36,567.0,0.377,0,MORTGAGE,medical,1
A301529,37,87200.0,8.2,20600,36,601.0,0.195,0,OWN,medical,0
A300928,28,62600.0,9.9,8500,24,706.0,0.194,0,RENT,major_purchase,0
A300568,58,48500.0,4.1,21000,60,704.0,0.208,1,RENT,medical,1
A301063,22,141000.0,7.3,13600,12,771.0,0.426,0,RENT,other,0
A300823,27,34800.0,6.9,20800,48,700.0,0.311,2,RENT,home_improvement,1
A301141,47,59900.0,5.9,7200,36,577.0,0.262,1,MORTGAGE,major_purchase,1
A300179,61,49000.0,1.2,13800,60,693.0,0.321,0,RENT,debt_consolidation,0
A300548,43,61300.0,9.0,9400,48,772.0,0.303,0,RENT,home_improvement,1
A300072,49,56900.0,18.6,21100,48,622.0,0.436,0,MORTGAGE,home_improvement,0
A300590,24,93500.0,0.9,14000,48,649.0,0.431,0,RENT,medical,0
A301279,59,65000.0,4.1,12100,12,701.0,0.167,0,MORTGAGE,other,0
A300187,62,24600.0,3.0,16600,24,668.0,0.21,0,RENT,home_improvement,1
A301464,35,,2.2,18000,48,673.0,0.378,0,RENT,major_purchase,0
A300105,44,82700.0,3.9,12600,48,673.0,0.054,0,MORTGAGE,debt_consolidation,0
A300376,60,53300.0,2.2,38400,36,,0.328,0,RENT,debt_consolidation,0
A300993,65,30000.0,8.7,14800,12,524.0,0.086,0,OWN,debt_consolidation,1
A301548,45,31700.0,5.2,13400,48,676.0,0.302,0,MORTGAGE,debt_consolidation,0
A301016,36,74100.0,1.4,20600,24,628.0,0.184,0,OWN,debt_consolidation,0
A300467,46,80700.0,4.9,20400,24,640.0,0.163,0,RENT,debt_consolidation,0
A301368,28,49400.0,3.9,12100,60,566.0,0.379,1,OWN,debt_consolidation,0
A301550,32,108200.0,2.9,7300,12,592.0,0.235,0,MORTGAGE,home_improvement,0
A300361,41,37700.0,6.3,15500,36,671.0,0.2,0,RENT,home_improvement,0
A300040,34,50900.0,17.0,7700,48,621.0,0.296,0,MORTGAGE,other,0
A300976,25,45800.0,30.5,11600,24,543.0,0.087,0,RENT,debt_consolidation,0
A300081,48,35700.0,4.7,9700,48,688.0,0.139,1,MORTGAGE,home_improvement,0
A300770,48,59700.0,0.7,9800,12,561.0,0.508,0,RENT,debt_consolidation,1
A301090,39,110900.0,9.5,15900,48,677.0,0.181,0,MORTGAGE,home_improvement,0
A300602,30,34600.0,9.6,7000,24,586.0,0.331,1,RENT,major_purchase,1
A300268,48,56200.0,4.5,34000,24,568.0,0.206,0,RENT,medical,1
A301226,47,58400.0,2.3,13100,36,627.0,0.235,0,RENT,debt_consolidation,0
A300328,35,,4.2,9100,48,602.0,0.229,0,RENT,other,0
A301504,38,62400.0,3.8,7900,24,688.0,0.314,0,RENT,debt_consolidation,0
A301381,59,40500.0,8.5,11400,48,662.0,0.361,0,RENT,major_purchase,0
A301389,30,48500.0,5.0,30000,12,659.0,0.325,0,MORTGAGE,home_improvement,0
A300351,62,30000.0,4.8,19500,24,796.0,0.224,0,OWN,other,0
A300101,21,28200.0,1.7,17200,36,715.0,0.171,0,MORTGAGE,home_improvement,0
A300453,69,62400.0,9.7,34400,36,620.0,0.405,0,RENT,major_purchase,0
A300913,67,,2.8,30900,60,772.0,0.261,1,RENT,debt_consolidation,0
A300925,39,23300.0,7.4,19600,60,693.0,0.138,0,RENT,home_improvement,0
A300033,33,61900.0,5.9,10800,48,626.0,0.301,0,MORTGAGE,home_improvement,0
A301039,49,46800.0,17.4,12200,36,746.0,0.222,0,rent,debt_consolidation,0
A300530,34,63900.0,0.8,12300,60,731.0,0.345,0,RENT,home_improvement,0
A301345,69,36100.0,2.7,18900,36,696.0,0.396,0,MORTGAGE,debt_consolidation,0
A300492,45,88500.0,3.4,22000,60,688.0,0.237,0,MORTGAGE,medical,0
A301167,68,49100.0,1.9,17300,12,651.0,0.308,0,OWN,other,0
A300523,45,43100.0,1.0,8500,48,698.0,0.454,2,OWN,debt_consolidation,1
A300932,57,38300.0,13.6,25500,48,565.0,0.158,0,RENT,major_purchase,0
A301367,35,43400.0,9.8,9700,36,628.0,0.088,0,RENT,major_purchase,0
A301592,60,93600.0,14.8,23400,36,551.0,0.308,1,RENT,debt_consolidation,0
A300785,63,51300.0,5.1,15000,24,761.0,0.385,0,RENT,debt_consolidation,0
A301183,35,20900.0,16.2,11500,36,632.0,0.325,0,MORTGAGE,debt_consolidation,0
A300857,39,55100.0,7.9,5000,36,693.0,0.384,1,OWN,debt_consolidation,1
A300207,36,53900.0,6.2,13500,12,633.0,0.212,0,MORTGAGE,major_purchase,0
A301120,34,45000.0,7.9,38400,36,794.0,0.417,2,RENT,debt_consolidation,1
A301220,22,38800.0,3.7,9400,48,721.0,0.24,0,OWN,debt_consolidation,0
A301517,68,54400.0,3.5,24100,36,793.0,0.452,0,RENT,debt_consolidation,0
A300143,38,,1.6,11800,48,505.0,0.345,0,RENT,major_purchase,0
A300318,51,92300.0,3.5,17800,36,656.0,0.344,0,MORTGAGE,home_improvement,1
A300513,52,79800.0,4.2,7200,36,676.0,0.285,1,MORTGAGE,debt_consolidation,0
A300302,57,44800.0,5.2,7800,12,734.0,0.22,0,MORTGAGE,major_purchase,0
A301542,32,81200.0,3.0,8900,24,583.0,0.257,0,RENT,debt_consolidation,1
A301319,45,32300.0,1.5,21100,24,697.0,0.182,1,RENT,debt_consolidation,0
A301441,27,126800.0,2.1,14400,60,581.0,0.221,0,RENT,medical,0
A301536,35,104300.0,4.6,10400,36,679.0,0.356,0,RENT,other,0
A301232,61,61600.0,3.6,11000,36,662.0,0.31,0,OWN,medical,0
A300776,24,40400.0,22.6,37000,24,706.0,0.308,0,MORTGAGE,other,0
A300675,22,98600.0,1.4,11100,36,641.0,0.258,0,OWN,medical,0
A301455,38,111900.0,6.8,11100,48,631.0,0.224,0,RENT,home_improvement,0
A300375,40,72800.0,13.4,11800,60,670.0,0.226,0,mortgage,home_improvement,0
A300515,61,47000.0,3.7,22200,36,702.0,0.388,0,MORTGAGE,debt_consolidation,1
A300263,32,38900.0,4.9,16000,36,690.0,0.335,0,MORTGAGE,major_purchase,0
A301015,40,59800.0,2.5,14400,48,652.0,0.31,0,MORTGAGE,major_purchase,0
A301433,46,54500.0,9.2,17400,60,676.0,0.212,0,RENT,major_purchase,1
A300825,65,58200.0,11.0,7500,60,,0.372,0,RENT,major_purchase,0
A300918,67,37000.0,1.5,18500,36,666.0,0.264,0,MORTGAGE,debt_consolidation,0
A300856,66,100600.0,4.6,10400,36,752.0,0.384,0,OWN,other,0
A301021,36,65100.0,3.0,11200,48,664.0,0.358,0,MORTGAGE,debt_consolidation,1
A300656,38,20700.0,4.1,22400,24,720.0,0.239,0,RENT,debt_consolidation,0
A300627,46,46300.0,27.3,11800,24,672.0,0.382,0,MORTGAGE,debt_consolidation,0
A300374,21,43000.0,3.4,17900,60,696.0,0.372,3,RENT,debt_consolidation,1
A301501,66,70400.0,7.4,11500,36,761.0,0.273,3,RENT,debt_consolidation,0
A300274,50,41400.0,12.2,18700,12,693.0,0.245,0,RENT,major_purchase,0
A300836,26,99300.0,9.7,11200,12,714.0,0.351,0,MORTGAGE,home_improvement,0
A301212,62,18500.0,11.4,18500,36,759.0,0.265,0,MORTGAGE,major_purchase,0
A300200,54,29500.0,6.5,19400,36,607.0,0.359,1,OWN,debt_consolidation,1
A300685,54,80300.0,3.3,33500,48,733.0,0.222,2,MORTGAGE,other,0
A300020,21,40600.0,8.9,15700,24,757.0,0.248,0,MORTGAGE,other,0
A301200,52,48000.0,12.2,8400,36,665.0,0.288,1,RENT,debt_consolidation,0
A301563,42,42900.0,6.3,40100,60,676.0,0.508,0,OWN,debt_consolidation,1
A301264,29,19500.0,2.6,13300,36,710.0,0.367,0,MORTGAGE,home_improvement,0
A300087,37,100100.0,6.9,6400,60,683.0,0.225,0,MORTGAGE,debt_consolidation,0
A300861,41,82100.0,11.7,10000,36,646.0,0.291,0,RENT,home_improvement,0
A301190,33,22600.0,1.9,17500,36,779.0,0.311,0,RENT,other,0
A300357,52,74000.0,9.2,16900,60,759.0,0.377,0,RENT,debt_consolidation,0
A300745,24,48900.0,7.0,11600,60,663.0,0.259,0,MORTGAGE,medical,0
A300306,56,78200.0,10.3,12900,24,,0.155,0,MORTGAGE,home_improvement,0
A300483,66,29500.0,19.6,26300,24,653.0,0.274,1,RENT,debt_consolidation,1
A301564,36,97200.0,9.7,8800,36,670.0,0.317,0,RENT,debt_consolidation,0
A300983,45,36200.0,0.5,17000,24,659.0,0.286,1,RENT,home_improvement,1
A301003,56,47000.0,7.7,16000,48,808.0,0.322,1,MORTGAGE,major_purchase,0
A300699,60,67000.0,9.2,11900,12,733.0,0.226,0,OWN,other,0
A301122,37,,13.4,15800,60,546.0,0.268,0,MORTGAGE,debt_consolidation,0
A300111,23,75800.0,16.4,12900,60,667.0,0.277,0,RENT,major_purchase,0
A300198,34,73000.0,3.3,28100,48,678.0,0.18,0,MORTGAGE,debt_consolidation,0
A301365,49,62000.0,2.6,13100,36,752.0,0.364,0,MORTGAGE,home_improvement,0
A300559,69,88200.0,2.4,13600,48,679.0,0.041,0,rent,debt_consolidation,0
A301257,53,88800.0,7.0,14400,48,646.0,0.265,0,MORTGAGE,other,0
A301566,45,62300.0,18.6,8400,36,713.0,0.24,2,RENT,debt_consolidation,0
A300049,27,124400.0,1.6,15200,48,755.0,0.218,0,MORTGAGE,home_improvement,0
A301428,48,151800.0,4.2,14700,24,734.0,0.286,0,MORTGAGE,home_improvement,0
A301384,48,31400.0,14.8,13900,24,695.0,0.348,0,own,debt_consolidation,0
A300759,44,117000.0,6.7,11700,36,826.0,0.409,0,OWN,debt_consolidation,0
A300847,64,132500.0,6.0,21200,24,663.0,0.321,0,MORTGAGE,home_improvement,0
A300390,42,58000.0,2.8,7400,24,667.0,0.373,0,RENT,major_purchase,0
A300831,27,49200.0,3.1,9900,36,659.0,0.236,0,RENT,home_improvement,0
A301302,53,28700.0,1.2,34500,24,666.0,0.172,1,RENT,medical,1
A301535,38,46600.0,13.9,20400,24,580.0,0.227,2,OWN,debt_consolidation,1
A300645,59,62000.0,2.9,34800,48,701.0,0.437,1,RENT,home_improvement,1
A300793,51,69000.0,2.6,20700,60,596.0,0.458,0,RENT,other,1
A300113,61,92200.0,9.2,19500,36,774.0,0.431,0,RENT,debt_consolidation,0
A300975,54,121000.0,3.8,15900,48,624.0,0.242,0,mortgage,home_improvement,0
A301119,60,94900.0,7.9,31800,36,729.0,0.235,0,RENT,medical,0
A300337,26,37300.0,11.1,20800,48,702.0,0.183,0,OWN,medical,1
A300789,52,57900.0,2.8,18300,12,724.0,0.296,0,RENT,debt_consolidation,0
A301222,61,98700.0,8.4,14700,60,585.0,0.325,0,MORTGAGE,major_purchase,1
A301311,47,,5.2,16300,24,,0.179,0,RENT,debt_consolidation,0
A301584,66,85300.0,13.7,15900,24,805.0,0.283,0,RENT,debt_consolidation,0
A301473,39,53300.0,3.0,15300,12,645.0,0.168,0,MORTGAGE,debt_consolidation,0
A300084,55,90900.0,3.1,16100,36,839.0,0.256,0,MORTGAGE,debt_consolidation,0
A300282,63,36200.0,4.8,21500,36,,0.309,0,RENT,debt_consolidation,1
A300791,54,86000.0,1.3,12200,36,611.0,0.023,0,MORTGAGE,medical,0
A300131,43,29700.0,2.9,11500,60,761.0,0.206,1,RENT,other,0
A300806,41,139100.0,16.5,35700,36,663.0,0.34,0,RENT,major_purchase,0
A300768,54,42200.0,16.2,30600,36,675.0,0.287,0,MORTGAGE,debt_consolidation,0
A301235,57,59700.0,11.9,26300,48,715.0,0.336,1,RENT,home_improvement,0
A300341,40,27600.0,7.2,12000,36,714.0,0.467,0,rent,major_purchase,0
A300620,33,67300.0,0.5,7800,24,654.0,0.46,0,OWN,major_purchase,0
A301134,59,71500.0,1.0,17000,24,,0.188,3,MORTGAGE,debt_consolidation,1
A301186,58,38400.0,5.5,15300,36,590.0,0.33,1,RENT,home_improvement,1
A301295,21,47300.0,3.3,18900,24,649.0,0.266,0,RENT,home_improvement,0
A301299,66,91700.0,15.5,6200,48,710.0,0.228,0,OWN,home_improvement,0
A300078,23,60100.0,5.8,8000,24,783.0,0.285,0,mortgage,major_purchase,0
A301336,57,35700.0,13.8,14700,36,619.0,0.216,0,RENT,debt_consolidation,0
A300004,44,24500.0,33.7,19600,24,600.0,0.187,0,RENT,other,0
A300062,66,45200.0,1.1,11300,12,606.0,0.247,0,MORTGAGE,debt_consolidation,0
A300943,31,63600.0,11.6,13300,24,681.0,0.31,0,RENT,home_improvement,1
A300995,67,91800.0,6.3,11600,24,659.0,0.244,1,MORTGAGE,debt_consolidation,1
A300219,65,81700.0,10.8,9300,36,723.0,0.294,2,OWN,debt_consolidation,1
A301444,45,57500.0,1.9,19000,24,733.0,0.464,0,RENT,major_purchase,0
A300152,28,80300.0,2.2,16000,24,791.0,0.163,2,RENT,other,1
A300307,53,38600.0,9.1,24800,12,743.0,0.294,0,RENT,medical,0
A301430,41,68600.0,14.4,13800,24,610.0,0.27,0,RENT,debt_consolidation,0
A301518,40,69300.0,4.9,19600,36,685.0,0.177,0,MORTGAGE,debt_consolidation,0
A301041,36,52800.0,16.9,6200,36,591.0,0.286,0,MORTGAGE,medical,0
A300977,43,62600.0,2.2,17000,60,,0.501,0,own,debt_consolidation,0
A300203,49,51600.0,12.7,20000,48,661.0,0.073,3,MORTGAGE,home_improvement,1
A300301,58,70100.0,5.2,26600,48,,0.181,0,RENT,major_purchase,0
A300516,33,,1.0,12000,24,736.0,0.338,0,OWN,home_improvement,0
A300295,30,23700.0,15.8,17700,36,703.0,0.381,0,MORTGAGE,home_improvement,0
A301139,60,18000.0,1.9,13300,36,763.0,0.219,0,OWN,debt_consolidation,0
A300382,21,58500.0,3.6,11900,36,,0.43,1,MORTGAGE,debt_consolidation,1
A301373,39,58600.0,9.6,2900,24,703.0,0.24,0,RENT,debt_consolidation,0
A300129,62,48800.0,3.8,8200,36,633.0,0.127,0,MORTGAGE,other,0
A300797,23,99500.0,2.8,11800,48,743.0,0.261,0,RENT,major_purchase,0
A301107,28,133100.0,11.5,10000,48,668.0,0.358,0,RENT,major_purchase,0
A300100,62,29900.0,3.4,13500,24,680.0,0.117,1,OWN,other,0
A301360,59,74100.0,14.3,17400,36,628.0,0.36,0,MORTGAGE,home_improvement,0
A301273,34,101200.0,6.5,14200,12,809.0,0.274,2,MORTGAGE,other,0
A300888,60,32600.0,0.7,11400,12,711.0,0.406,0,RENT,other,0
A300071,60,49300.0,2.2,13000,24,578.0,0.378,0,RENT,debt_consolidation,1
A300692,66,53400.0,8.6,15300,24,682.0,0.143,3,OWN,other,0
A300400,39,59600.0,6.0,12700,24,647.0,0.174,0,RENT,debt_consolidation,0
A301091,68,89200.0,3.3,17200,48,699.0,0.4,1,mortgage,medical,1
A300696,62,65900.0,10.6,23500,36,775.0,0.17,0,RENT,home_improvement,0
A301556,25,42700.0,6.1,18700,24,749.0,0.25,1,RENT,debt_consolidation,0
A300261,38,49300.0,1.1,9800,36,802.0,0.24,0,MORTGAGE,home_improvement,0
A300502,22,69200.0,22.3,16900,36,707.0,0.34,0,OWN,debt_consolidation,0
A300813,60,42300.0,14.5,17600,36,599.0,0.113,0,MORTGAGE,home_improvement,1
A301431,47,159800.0,3.9,17300,60,708.0,0.413,1,RENT,other,0
A300714,33,48600.0,29.8,10300,24,723.0,0.373,1,MORTGAGE,other,0
A301539,26,64100.0,6.7,6400,60,773.0,0.17,0,OWN,medical,0
A300582,34,36700.0,13.6,12000,24,678.0,0.24,0,OWN,home_improvement,0
A300697,68,55000.0,6.1,12300,24,562.0,0.222,0,MORTGAGE,debt_consolidation,0
A300601,45,66200.0,2.3,14200,48,641.0,0.477,0,RENT,home_improvement,0
A301357,56,77000.0,5.6,19500,48,617.0,0.216,0,RENT,medical,0
A300370,40,72700.0,15.2,12500,36,708.0,0.027,0,MORTGAGE,major_purchase,0
A300134,61,64600.0,7.0,37000,24,634.0,0.382,0,rent,other,1
A300916,37,54300.0,8.3,15700,36,666.0,0.336,0,OWN,other,1
A300941,41,45900.0,8.0,22300,48,658.0,0.36,0,RENT,medical,0
A300733,41,68200.0,21.7,9800,36,,0.247,0,RENT,major_purchase,0
A301465,46,60400.0,3.9,18200,12,663.0,0.301,0,MORTGAGE,home_improvement,0
A301117,68,98900.0,4.3,35600,48,621.0,0.359,1,RENT,major_purchase,1
A300560,33,29900.0,9.3,12200,48,800.0,0.341,1,RENT,debt_consolidation,0
A300055,51,,4.3,5200,36,613.0,0.44,3,MORTGAGE,major_purchase,1
A301168,59,58700.0,1.6,14800,36,,0.311,0,RENT,major_purchase,1
A300116,63,47500.0,2.8,8400,24,788.0,0.214,1,OWN,other,0
A301055,32,60700.0,4.5,18800,60,678.0,0.315,0,RENT,medical,1
A300210,29,66400.0,6.6,8500,60,668.0,0.291,1,OWN,other,0
A300387,45,75700.0,8.1,25900,12,694.0,0.288,0,RENT,debt_consolidation,0
A300817,22,68400.0,9.4,27300,36,730.0,0.181,0,MORTGAGE,major_purchase,0
A300162,52,73000.0,1.9,28200,36,,0.381,1,RENT,debt_consolidation,1
A300728,28,33800.0,5.1,7900,24,591.0,0.514,1,RENT,debt_consolidation,1
A300774,38,146400.0,9.5,20200,36,632.0,0.257,1,RENT,major_purchase,0
A300816,65,24700.0,6.2,60000,36,590.0,0.318,0,RENT,debt_consolidation,1
A300794,69,74300.0,22.0,9600,60,650.0,0.395,1,RENT,other,0
A300421,68,64400.0,5.8,11100,24,746.0,0.248,0,RENT,debt_consolidation,0
A300229,29,50000.0,10.8,17000,36,700.0,0.358,1,RENT,medical,1
A300063,49,69300.0,12.1,6200,12,783.0,0.381,0,mortgage,debt_consolidation,0
A300339,62,81100.0,3.4,14300,48,640.0,0.301,0,MORTGAGE,medical,0
A300336,36,110600.0,11.2,9100,60,602.0,0.32,0,MORTGAGE,major_purchase,0
A300919,24,60400.0,2.2,8100,12,779.0,0.129,1,MORTGAGE,other,0
A300667,27,47800.0,1.9,15500,24,650.0,0.346,0,OWN,home_improvement,0
A301228,46,71800.0,13.2,16500,24,528.0,0.261,0,OWN,home_improvement,1
A300096,22,69600.0,1.7,22700,24,702.0,0.092,0,RENT,major_purchase,0
A301552,42,27100.0,11.7,12900,48,633.0,0.186,1,MORTGAGE,other,1
A301458,21,37000.0,3.3,10500,24,584.0,0.373,0,RENT,debt_consolidation,0
A301375,53,52100.0,5.6,39000,24,829.0,0.332,0,MORTGAGE,home_improvement,0
A301220,22,38800.0,3.7,9400,48,721.0,0.24,0,OWN,debt_consolidation,0
A300898,55,149500.0,2.8,4400,48,707.0,0.314,0,MORTGAGE,other,0
A300108,64,104800.0,4.3,16800,36,782.0,0.374,1,MORTGAGE,home_improvement,0
A300012,52,35100.0,12.8,5000,24,848.0,0.203,0,OWN,debt_consolidation,0
A301042,24,38200.0,8.1,12000,48,736.0,0.533,0,MORTGAGE,other,0
A300765,25,117100.0,17.0,17300,36,742.0,0.16,0,MORTGAGE,debt_consolidation,0
A301449,58,36400.0,2.5,18400,24,687.0,0.222,0,MORTGAGE,medical,0
A300608,50,60700.0,4.8,16100,36,633.0,0.49,0,RENT,medical,1
A300790,59,36700.0,3.2,33000,36,645.0,0.102,3,MORTGAGE,medical,0
A300636,49,39400.0,6.9,9800,24,656.0,0.351,1,MORTGAGE,debt_consolidation,0
A300807,59,30200.0,14.5,21900,48,618.0,0.419,0,RENT,medical,1
A300037,67,54600.0,8.1,11200,36,656.0,0.258,0,MORTGAGE,other,0
A300345,52,35400.0,2.8,38700,60,693.0,0.337,0,MORTGAGE,major_purchase,1
A301469,45,50500.0,4.7,13300,36,535.0,0.421,0,RENT,other,0
A300098,29,56700.0,2.6,6600,36,713.0,0.136,0,MORTGAGE,home_improvement,0
A301316,40,42900.0,5.1,8200,24,756.0,0.36,0,RENT,home_improvement,0
A300959,66,45000.0,5.0,12300,48,703.0,0.065,0,RENT,debt_consolidation,0
A300494,45,48300.0,2.2,5600,36,822.0,0.045,0,RENT,home_improvement,0
A300074,53,70100.0,2.4,13600,36,672.0,0.357,1,RENT,major_purchase,0
A300265,64,33400.0,4.9,22600,36,786.0,0.165,1,RENT,debt_consolidation,0
A300878,68,109600.0,3.5,11500,12,711.0,0.381,0,RENT,other,0
A300642,67,37800.0,4.3,16000,36,780.0,0.337,0,RENT,home_improvement,0
A301129,59,51300.0,11.1,22500,12,662.0,0.291,0,MORTGAGE,debt_consolidation,0
A301378,27,28500.0,2.3,34600,24,758.0,0.436,0,MORTGAGE,major_purchase,0
A300011,26,,7.3,10800,24,669.0,0.124,0,MORTGAGE,medical,0
A300661,61,61900.0,3.9,19200,24,667.0,0.417,1,MORTGAGE,home_improvement,1
A300355,47,71600.0,10.6,9800,48,753.0,0.45,0,MORTGAGE,medical,0
A300027,48,75300.0,3.3,27800,12,740.0,0.205,0,mortgage,debt_consolidation,0
A300669,28,105600.0,7.2,36300,48,651.0,0.302,0,RENT,debt_consolidation,0
A301144,21,75900.0,8.1,12800,24,678.0,0.339,0,MORTGAGE,other,0
A301549,54,41800.0,1.1,26000,48,663.0,0.294,0,MORTGAGE,home_improvement,1
A300424,32,42800.0,8.6,6700,36,611.0,0.289,0,RENT,home_improvement,0
A300024,57,33000.0,9.7,8400,24,707.0,0.303,0,RENT,debt_consolidation,0
A300997,61,55200.0,15.0,21900,12,,0.367,0,MORTGAGE,major_purchase,0
A300330,27,43200.0,11.9,14400,36,771.0,0.397,0,MORTGAGE,debt_consolidation,0
A300703,28,71800.0,10.2,25700,36,703.0,0.265,0,MORTGAGE,debt_consolidation,0
A300305,55,71200.0,8.9,13400,24,,0.286,0,OWN,other,0
A300501,34,91400.0,3.0,6600,36,677.0,0.318,1,OWN,debt_consolidation,1
A301238,37,44600.0,12.3,18600,24,706.0,0.342,1,RENT,medical,1
A300998,61,191800.0,9.3,15700,24,675.0,0.277,1,MORTGAGE,home_improvement,1
A301116,31,51300.0,2.7,20100,48,728.0,0.402,0,mortgage,debt_consolidation,0
A301583,67,114400.0,3.1,14200,36,648.0,0.285,1,RENT,home_improvement,1
A301283,36,50300.0,18.4,11200,12,679.0,0.304,0,RENT,debt_consolidation,0
A300168,37,89000.0,3.7,21300,24,678.0,0.396,0,MORTGAGE,medical,0
A300286,58,23400.0,19.2,16000,48,640.0,0.141,1,OWN,home_improvement,0
A301092,37,97600.0,1.3,31500,36,467.0,0.291,2,RENT,debt_consolidation,1
A301521,34,105500.0,7.1,23200,48,691.0,0.329,0,MORTGAGE,debt_consolidation,0
A300988,60,,14.7,13900,60,760.0,0.198,0,RENT,other,0
A301261,25,36600.0,6.3,9100,60,701.0,0.118,0,MORTGAGE,home_improvement,0
A300809,28,69300.0,0.4,12300,48,692.0,0.301,2,MORTGAGE,debt_consolidation,1
A300653,33,116800.0,2.8,10800,36,690.0,0.518,2,MORTGAGE,major_purchase,1
A301258,43,63100.0,3.2,26300,36,621.0,0.301,1,RENT,debt_consolidation,0
A300014,64,51200.0,7.3,25200,36,714.0,0.381,0,MORTGAGE,other,0
A300419,57,64800.0,12.9,7200,60,700.0,0.409,0,RENT,debt_consolidation,0
A300188,67,42600.0,7.2,25100,36,680.0,0.096,0,MORTGAGE,home_improvement,0
A300652,65,36600.0,5.5,7800,36,747.0,0.25,2,RENT,other,0
A300679,46,85700.0,3.1,9600,24,847.0,0.193,0,OWN,medical,0
A300436,66,25600.0,0.9,17800,36,737.0,0.258,1,RENT,debt_consolidation,1
A301379,54,120000.0,4.9,40800,48,643.0,0.474,0,MORTGAGE,debt_consolidation,1
A301211,22,109500.0,5.2,6500,24,527.0,0.221,1,MORTGAGE,debt_consolidation,1
A301483,69,136600.0,8.2,40400,24,652.0,0.444,2,MORTGAGE,debt_consolidation,0
A300989,52,30200.0,15.3,15000,12,638.0,0.417,0,OWN,medical,0
A301328,36,117200.0,2.8,16700,36,791.0,0.282,0,MORTGAGE,major_purchase,0
A300566,25,45600.0,3.5,19500,60,,0.097,0,RENT,debt_consolidation,0
A300416,58,135800.0,8.0,17400,24,636.0,0.214,3,rent,other,1
A301497,25,22100.0,13.4,22900,36,632.0,0.301,0,RENT,debt_consolidation,0
A301229,34,62800.0,3.2,17600,36,727.0,0.445,0,RENT,home_improvement,0
A300778,33,26000.0,8.2,16600,48,707.0,0.39,0,MORTGAGE,medical,1
A301073,30,94800.0,11.5,18500,36,739.0,0.313,0,MORTGAGE,debt_consolidation,0
A300407,24,34900.0,2.3,17000,48,640.0,0.297,0,RENT,debt_consolidation,1
A300587,24,48200.0,8.6,10900,48,771.0,0.499,0,MORTGAGE,debt_consolidation,1
A300396,38,62600.0,3.4,8400,36,629.0,0.277,0,MORTGAGE,major_purchase,0
A301288,24,86600.0,5.1,17000,36,,0.244,0,OWN,medical,0
A300366,56,77000.0,5.5,11700,60,655.0,0.43,2,OWN,home_improvement,1
A301178,39,53400.0,23.9,40100,36,680.0,0.28,0,MORTGAGE,debt_consolidation,0
A300782,63,208800.0,0.6,10100,12,568.0,0.311,0,RENT,debt_consolidation,1
A300729,69,79000.0,1.7,9700,12,650.0,0.273,0,RENT,other,0
A300796,39,54600.0,1.7,12300,24,738.0,0.434,0,RENT,debt_consolidation,0
A301121,56,66100.0,1.6,6000,36,658.0,0.133,1,OWN,debt_consolidation,0
A301275,41,136700.0,6.3,14000,48,621.0,0.279,0,MORTGAGE,debt_consolidation,0
A300844,46,31900.0,5.7,15400,24,782.0,0.164,0,OWN,medical,0
A300192,69,70300.0,4.5,19400,36,615.0,0.23,0,rent,major_purchase,1
A300149,43,54400.0,0.4,4100,36,709.0,0.251,0,RENT,major_purchase,0
A301123,62,27600.0,3.0,24200,48,582.0,0.231,0,RENT,home_improvement,0
A301325,45,148400.0,14.8,7400,60,850.0,0.335,0,MORTGAGE,debt_consolidation,0
A301065,33,51900.0,4.4,9900,36,,0.247,0,RENT,other,0
A301007,44,26600.0,2.4,13300,36,602.0,0.274,0,MORTGAGE,debt_consolidation,1
A300299,42,,5.8,24900,36,653.0,0.187,0,RENT,other,0
A301586,38,44400.0,5.2,10500,48,758.0,0.307,0,OWN,debt_consolidation,0
A301031,32,71200.0,3.7,9500,24,612.0,0.228,1,RENT,debt_consolidation,0
A300829,69,89000.0,3.0,19800,36,681.0,0.302,0,MORTGAGE,home_improvement,0
A300887,22,73100.0,5.5,7600,12,692.0,0.378,0,RENT,other,0
A301362,32,62400.0,13.0,6100,36,661.0,0.498,0,MORTGAGE,major_purchase,0
A301355,31,79200.0,5.4,29400,24,,0.337,1,RENT,major_purchase,1
A300240,66,75400.0,4.8,17300,48,650.0,0.526,0,OWN,medical,0
