customer_id,signup_date,age,region,plan,monthly_fee,tenure_months,avg_weekly_hours,num_profiles,devices,support_tickets,last_login_days,monthly_spend,payment_method,auto_renew,satisfaction,churned
CU800785,2022-01-31,49,West,Standard,14.99,6,13.6,4,3,0,14,14.99,card,1,1.0,0
CU800498,2023-03-06,27,East,Standard,14.99,43,2.8,2,8,0,4,14.99,card,0,5.0,0
CU800343,2025-02-08,26,South,Standard,14.99,13,5.0,1,4,0,7,14.99,paypal,1,1.0,0
CU800064,2023-11-20,47,South,Standard,14.99,6,5.7,2,4,2,27,14.99,card,1,4.0,0
CU801902,2022-02-21,44,North,Basic,8.99,23,12.1,3,3,2,0,8.99,paypal,0,3.0,0
CU801476,2024-09-22,34,West,Standard,14.99,8,13.9,1,3,0,3,21.99,card,1,3.0,0
CU800526,2023-09-12,51,North,Standard,14.99,7,4.6,3,2,0,0,14.99,card,0,4.0,0
CU802186,2023-11-07,37,North,Standard,14.99,2,1.2,2,2,1,8,14.99,card,1,3.0,0
CU802211,2024-02-25,31,East,Premium,19.99,18,6.7,3,2,2,20,19.99,applepay,1,3.0,0
CU802036,2022-12-30,62,North,Basic,8.99,9,11.8,1,3,0,3,8.99,card,1,3.0,0
CU801953,2022-10-28,61,West,Standard,14.99,6,8.4,3,3,1,17,18.49,applepay,1,5.0,0
CU800505,2023-02-07,45,South,Premium,19.99,3,2.8,1,4,2,0,23.49,giftcard,1,4.0,0
CU800093,2022-07-15,26,West,Standard,14.99,11,6.0,3,1,0,3,18.49,paypal,0,4.0,0
CU802537,2024-11-22,39,South,Standard,14.99,12,7.5,1,4,0,0,14.99,card,1,4.0,0
CU800990,2025-04-25,19,East,Premium,19.99,5,3.9,1,4,0,2,19.99,applepay,0,,0
CU802263,2022-04-19,0,East,Premium,19.99,13,4.9,1,1,0,2,23.49,card,1,4.0,0
CU801609,2022-05-05,16,South,Premium,19.99,6,7.2,2,4,1,19,19.99,card,1,4.0,0
CU800316,2024-11-02,32,East,Basic,8.99,11,1.3,2,1,0,8,12.49,card,1,4.0,0
CU801669,2024-05-11,64,West,Premium,19.99,16,2.4,3,2,1,10,23.49,paypal,1,5.0,0
CU801236,2023-03-03,25,East,Standard,14.99,17,12.5,1,3,0,16,14.99,card,1,2.0,0
CU802411,2024-08-27,35,West,Premium,19.99,54,3.0,1,4,1,23,19.99,card,1,5.0,0
CU800770,2024-02-12,50,North,Standard,14.99,14,9.5,1,6,0,3,14.99,card,0,4.0,0
CU800849,2024-09-17,30,east,Premium,19.99,6,12.0,1,4,0,8,19.99,paypal,1,3.0,1
CU801863,2024-08-11,34,East,Standard,14.99,14,1.0,2,5,0,0,18.49,card,1,4.0,0
CU800527,2024-11-23,46,South,Standard,14.99,22,10.4,2,4,0,0,14.99,card,0,4.0,0
CU802465,2024-02-08,37,West,Standard,14.99,7,11.5,1,3,1,9,18.49,card,1,4.0,0
CU801272,2025-03-01,50,West,Premium,19.99,23,5.5,1,7,0,14,19.99,paypal,1,2.0,1
CU802567,2022-05-11,29,West,Premium,19.99,16,4.3,3,2,1,11,19.99,paypal,1,4.0,0
CU802591,2022-07-28,47,North,Standard,14.99,16,3.6,1,4,4,10,18.49,card,0,2.0,0
CU800116,2022-08-23,26,South,Basic,8.99,5,3.2,5,3,0,25,8.99,card,1,1.0,1
CU800671,2024-03-26,54,North,Basic,8.99,18,1.5,1,2,2,9,8.99,card,0,4.0,0
CU800094,2022-01-27,16,South,Basic,8.99,14,9.5,2,3,0,15,15.99,paypal,1,2.0,0
CU800974,2024-06-23,28,East,Standard,14.99,10,6.2,2,2,0,3,14.99,giftcard,0,2.0,0
CU801528,2025-03-02,53,South,Basic,8.99,2,18.2,2,2,0,13,8.99,card,1,1.0,1
CU800522,2022-01-10,57,South,Premium,19.99,15,9.6,2,4,0,21,19.99,card,1,3.0,0
CU800922,2024-12-29,35,South,Standard,14.99,18,13.6,4,5,0,23,14.99,applepay,1,3.0,0
CU802059,2022-06-02,43,West,Basic,8.99,22,6.7,1,3,2,3,8.99,applepay,1,3.0,0
CU801711,2022-07-05,42,South,Basic,8.99,4,5.2,3,6,0,19,8.99,card,1,3.0,1
CU800952,2022-09-01,24,East,Premium,19.99,22,3.6,2,5,0,6,19.99,card,0,,0
CU801221,2024-10-09,67,South,Standard,14.99,19,4.5,1,6,0,5,14.99,card,1,5.0,0
CU800521,2023-08-02,37,South,Basic,8.99,34,4.3,2,1,1,10,8.99,applepay,1,4.0,0
CU800693,2023-07-16,50,North,Premium,19.99,5,6.0,5,2,0,0,19.99,card,0,5.0,1
CU800032,2024-07-15,26,West,Premium,19.99,9,2.1,3,3,0,18,23.49,card,1,4.0,0
CU801797,2022-06-10,45,South,Premium,19.99,1,10.1,1,4,0,10,19.99,applepay,1,2.0,0
CU800762,2024-12-21,29,West,Basic,8.99,60,13.4,3,4,3,5,8.99,paypal,1,3.0,0
CU800568,2023-04-04,28,West,Basic,8.99,7,14.6,4,3,0,0,8.99,card,0,4.0,0
CU801688,2025-04-18,43,East,Standard,14.99,7,8.2,3,3,1,21,14.99,paypal,1,2.0,0
CU800535,2023-02-28,34,West,Premium,19.99,3,3.5,1,3,0,6,19.99,card,1,,0
CU802467,2024-05-21,16,South,Standard,14.99,32,10.6,5,1,0,27,14.99,card,1,3.0,0
CU800250,2024-08-17,45,East,Standard,14.99,12,10.7,1,3,1,16,14.99,card,1,4.0,0
CU801945,2023-02-11,38,South,Premium,19.99,7,3.0,2,2,1,32,19.99,card,1,5.0,1
CU800743,2022-08-04,20,North,Premium,19.99,5,4.7,1,4,1,6,19.99,paypal,1,2.0,0
CU802126,2022-07-13,50,East,Standard,14.99,46,11.6,1,5,1,18,14.99,card,1,5.0,0
CU801069,2024-04-10,21,West,Standard,14.99,10,2.6,4,3,0,0,14.99,card,1,5.0,0
CU801997,2022-04-18,17,East,Premium,19.99,9,4.7,4,3,1,14,23.49,paypal,0,5.0,0
CU800490,2022-09-06,46,North,Premium,19.99,20,19.1,5,4,1,6,19.99,card,1,3.0,0
CU801817,2024-06-21,27,South,Standard,14.99,9,0.2,2,2,0,18,14.99,card,0,5.0,0
CU801816,2024-02-29,49,North,Basic,8.99,9,2.7,2,2,0,0,8.99,card,1,4.0,0
CU801734,2025-02-15,24,North,Basic,8.99,9,4.0,4,2,0,12,8.99,card,1,4.0,0
CU801878,2022-02-04,48,east,Premium,19.99,7,9.8,3,3,1,15,19.99,card,1,4.0,0
CU800205,2022-05-30,39,West,Premium,19.99,13,9.6,5,2,1,16,19.99,card,0,,0
CU802226,2022-01-21,30,South,Standard,14.99,27,3.7,1,3,0,16,14.99,applepay,1,1.0,0
CU800681,2022-08-07,34,East,Basic,8.99,13,8.6,3,5,0,17,8.99,applepay,0,,0
CU801368,2022-10-10,36,South,Standard,14.99,16,7.9,3,4,0,0,14.99,paypal,0,1.0,1
CU800665,2025-05-25,44,South,Standard,14.99,22,10.4,3,4,2,11,18.49,card,1,5.0,0
CU801851,2024-06-05,45,North,Standard,14.99,6,12.7,1,2,1,10,14.99,card,0,3.0,0
CU801140,2023-11-07,30,North,Standard,14.99,13,6.9,2,2,0,4,14.99,card,1,3.0,0
CU800806,2023-05-08,24,West,Basic,8.99,26,6.6,4,5,0,9,8.99,card,0,2.0,0
CU801213,2023-02-25,23,East,Basic,8.99,15,5.2,1,3,1,15,8.99,card,0,2.0,1
CU800464,2023-05-27,36,South,Basic,8.99,14,5.8,1,4,0,25,8.99,paypal,1,1.0,0
CU801907,2024-01-03,62,North,Premium,19.99,4,2.8,2,2,0,23,19.99,card,1,3.0,0
CU800925,2022-04-27,42,West,Standard,14.99,25,1.7,2,2,0,11,14.99,card,1,5.0,0
CU800252,2022-11-12,37,North,Standard,14.99,41,7.6,2,4,0,3,18.49,applepay,1,4.0,0
CU802563,2025-05-29,16,East,Basic,8.99,26,6.2,1,6,0,0,8.99,card,0,,1
CU800395,2022-12-02,29,West,Basic,8.99,5,2.8,1,2,1,7,8.99,card,1,4.0,0
CU802462,2022-05-31,16,South,Standard,14.99,17,6.3,2,1,3,7,14.99,paypal,1,3.0,0
CU801567,2023-12-19,23,North,Basic,8.99,5,2.3,2,2,2,23,12.49,card,1,5.0,1
CU800241,2024-10-17,43,South,Standard,14.99,11,4.3,1,6,1,10,14.99,card,1,3.0,0
CU801088,2022-02-22,31,North,Standard,14.99,6,7.8,4,4,3,26,21.99,paypal,0,2.0,1
CU800050,2022-03-15,32,South,Premium,19.99,39,11.5,2,5,0,2,19.99,applepay,1,3.0,0
CU800168,2025-04-10,58,east,Basic,8.99,41,3.1,4,4,2,0,8.99,card,1,3.0,0
CU802189,2024-05-13,45,East,Basic,8.99,17,2.8,1,3,1,0,8.99,applepay,0,4.0,0
CU802196,2022-10-20,33,North,Basic,8.99,18,11.4,2,6,0,4,8.99,giftcard,0,4.0,0
CU802469,2024-07-12,16,West,Standard,14.99,2,5.2,2,3,0,8,18.49,applepay,1,3.0,0
CU800389,2023-12-28,46,North,Standard,14.99,14,3.2,1,3,0,7,18.49,giftcard,0,2.0,0
CU800727,2022-03-15,26,North,Basic,8.99,6,2.2,2,2,2,21,8.99,card,1,4.0,0
CU801335,2022-08-16,35,West,Standard,14.99,12,5.1,4,4,0,3,14.99,card,0,4.0,0
CU801275,2024-01-13,24,South,Standard,14.99,23,6.8,3,3,0,2,18.49,paypal,1,4.0,0
CU801224,2022-03-20,41,North,Basic,8.99,21,6.5,3,2,4,15,12.49,card,1,,0
CU801317,2023-09-01,47,South,Premium,19.99,29,7.2,2,3,1,13,23.49,card,0,2.0,0
CU800156,2024-02-05,47,North,Premium,19.99,13,6.4,3,2,0,1,19.99,card,1,3.0,0
CU801242,2023-08-11,40,East,Premium,19.99,8,1.3,2,4,1,1,19.99,applepay,0,5.0,0
CU801328,2022-05-29,25,East,Standard,14.99,1,20.7,2,2,1,8,14.99,card,1,3.0,0
CU802520,2023-11-23,31,East,Standard,14.99,17,4.4,5,3,1,9,14.99,card,0,2.0,0
CU802594,2024-08-25,33,North,Basic,8.99,15,9.4,1,3,0,16,8.99,applepay,0,3.0,0
CU800516,2023-10-22,25,West,Basic,8.99,17,5.3,2,4,3,2,8.99,card,0,3.0,0
CU800448,2024-02-24,23,North,Basic,8.99,17,7.1,4,5,0,4,8.99,card,0,4.0,0
CU802448,2023-10-14,53,South,Standard,14.99,9,1.0,1,5,1,1,14.99,card,1,5.0,0
CU800614,2023-03-05,0,East,Standard,14.99,8,6.4,3,3,1,4,14.99,paypal,1,4.0,0
CU800639,2024-11-12,44,North,Standard,14.99,27,5.0,2,5,0,5,14.99,paypal,1,2.0,0
CU800002,2023-07-21,56,South,Basic,8.99,5,2.0,1,1,0,21,8.99,card,0,,0
CU800426,2024-07-25,46,South,Premium,19.99,12,10.9,4,4,1,2,19.99,applepay,1,3.0,0
CU802566,2024-12-19,53,South,Basic,8.99,8,11.7,1,5,1,14,8.99,paypal,1,5.0,0
CU801316,2022-11-29,32,East,Standard,14.99,16,19.9,4,3,1,25,14.99,applepay,0,4.0,0
CU800771,2025-01-31,21,South,Standard,14.99,15,14.7,3,4,1,21,14.99,card,0,3.0,0
CU801100,2024-05-30,57,North,Standard,14.99,10,7.8,1,2,1,5,18.49,paypal,1,1.0,0
CU800333,2022-03-12,16,North,Basic,8.99,30,3.2,1,1,1,6,8.99,applepay,1,4.0,0
CU801290,2023-05-11,28,East,Basic,8.99,13,2.6,4,3,0,19,8.99,applepay,1,1.0,1
CU800337,2025-02-06,51,east,Basic,8.99,15,2.8,3,3,2,0,12.49,applepay,1,3.0,0
CU801266,2024-08-08,55,West,Standard,14.99,17,8.4,3,2,2,19,14.99,card,0,3.0,0
CU800015,2023-05-06,42,West,Premium,19.99,9,7.3,2,3,1,8,19.99,card,1,3.0,0
CU802374,2024-10-23,53,East,Basic,8.99,14,2.2,1,2,0,16,15.99,card,0,2.0,1
CU800138,2023-02-26,28,North,Standard,14.99,5,3.8,2,3,0,9,14.99,paypal,1,5.0,0
CU801475,2024-01-09,45,West,Standard,14.99,5,3.2,3,3,0,4,18.49,card,0,5.0,0
CU800259,2025-01-18,34,East,Standard,14.99,3,3.3,1,3,1,12,14.99,card,1,4.0,0
CU801417,2023-08-24,20,East,Standard,14.99,7,1.0,2,2,0,17,14.99,card,1,5.0,0
CU802279,2024-12-07,33,East,Standard,14.99,13,0.8,4,4,1,7,21.99,card,0,3.0,1
CU801998,2022-08-26,19,South,Basic,8.99,34,3.2,1,7,2,28,8.99,card,1,1.0,0
CU802599,2022-03-19,21,East,Basic,8.99,23,8.6,3,2,0,5,8.99,paypal,1,1.0,0
CU802538,2022-10-28,47,North,Standard,14.99,15,5.8,3,5,1,10,14.99,card,0,2.0,0
CU802508,2025-02-28,55,West,Standard,14.99,17,1.2,2,3,1,5,14.99,applepay,1,4.0,0
CU801920,2024-04-23,16,North,Basic,8.99,4,17.4,5,2,2,7,8.99,card,1,4.0,0
CU801095,2024-12-28,16,east,Standard,14.99,12,10.2,2,3,2,3,18.49,card,1,2.0,0
CU800248,2024-09-04,46,East,Basic,8.99,12,16.6,2,3,0,18,8.99,card,1,3.0,0
CU800164,2022-02-13,57,West,Standard,14.99,6,3.0,1,1,1,6,14.99,paypal,0,4.0,0
CU801196,2023-05-13,35,West,Basic,8.99,13,11.3,1,6,0,19,8.99,applepay,1,3.0,0
CU801215,2022-12-18,44,North,Basic,8.99,13,7.0,3,5,2,11,8.99,card,1,2.0,0
CU801309,2023-11-08,25,North,Standard,14.99,8,2.4,3,2,0,7,14.99,applepay,1,4.0,0
CU801875,2022-07-01,19,East,Standard,14.99,9,3.7,1,4,2,10,14.99,card,1,4.0,0
CU800444,2023-04-28,20,North,Premium,19.99,14,2.7,3,6,0,11,23.49,applepay,0,4.0,0
CU801536,2023-06-28,26,East,Premium,19.99,16,3.1,5,2,0,5,23.49,card,1,3.0,0
CU801928,2024-05-14,51,North,Basic,8.99,17,3.8,2,4,0,0,12.49,applepay,1,3.0,0
CU801518,2023-12-17,29,North,Basic,8.99,52,13.5,2,3,0,0,12.49,card,0,4.0,1
CU800864,2022-02-13,43,North,Premium,19.99,10,9.8,4,4,1,2,19.99,card,0,5.0,0
CU800929,2023-07-14,41,North,Premium,19.99,4,10.3,1,2,1,8,19.99,paypal,1,4.0,1
CU802323,2024-11-09,35,East,Standard,14.99,2,,4,4,0,2,14.99,applepay,1,5.0,0
CU800359,2022-07-27,46,south,Premium,19.99,15,12.7,3,1,1,19,19.99,card,1,4.0,0
CU802585,2023-12-28,51,East,Basic,8.99,17,2.9,2,4,2,8,8.99,card,1,,0
CU801412,2022-05-05,25,west,Standard,14.99,17,5.2,1,3,3,11,21.99,card,1,5.0,0
CU801777,2023-05-08,52,South,Standard,14.99,8,5.5,2,2,0,10,14.99,card,1,3.0,0
CU800562,2022-12-13,46,North,Premium,19.99,22,2.1,1,4,0,0,19.99,card,1,3.0,0
CU801461,2023-05-30,31,South,Premium,19.99,12,4.5,3,4,1,19,23.49,paypal,0,3.0,0
CU801666,2022-12-23,28,north,Standard,14.99,13,2.8,1,2,1,21,14.99,card,1,3.0,0
CU800025,2022-07-16,24,South,Standard,14.99,23,6.7,5,3,2,2,14.99,card,1,4.0,0
CU800485,2022-10-07,47,West,Premium,19.99,15,5.8,5,2,1,19,19.99,card,0,2.0,0
CU801838,2022-12-27,47,South,Basic,8.99,3,6.6,2,3,2,1,12.49,card,1,1.0,0
CU802444,2022-12-27,29,South,Standard,14.99,27,2.4,3,4,0,1,18.49,card,0,4.0,0
CU800682,2022-08-21,42,South,Standard,14.99,12,1.7,2,7,0,33,14.99,card,0,3.0,0
CU801228,2024-02-28,40,South,Basic,8.99,13,4.7,4,3,0,1,8.99,applepay,1,3.0,0
CU800753,2024-06-06,39,North,Premium,19.99,15,6.8,3,2,1,3,19.99,card,0,5.0,0
CU802318,2023-05-14,55,East,Standard,14.99,28,9.6,4,4,1,27,21.99,paypal,0,2.0,0
CU800742,2023-07-02,25,North,Standard,14.99,24,,4,8,1,26,18.49,card,1,2.0,0
CU802308,2022-11-07,37,East,Premium,19.99,6,11.0,4,3,0,12,19.99,card,1,3.0,0
CU800607,2024-02-10,48,South,Basic,8.99,17,5.7,3,2,0,30,12.49,card,0,5.0,0
CU802027,2024-05-23,43,South,Basic,8.99,17,4.5,2,4,0,3,8.99,card,1,3.0,0
CU800056,2022-08-07,33,East,Premium,19.99,9,2.4,1,4,1,1,23.49,applepay,1,4.0,0
CU800140,2022-01-09,22,South,Basic,8.99,5,1.0,1,4,1,6,12.49,card,0,4.0,0
CU801668,2022-11-09,41,North,Premium,19.99,8,2.3,3,3,0,4,19.99,paypal,0,4.0,0
CU801709,2023-04-16,32,West,Basic,8.99,8,3.9,1,5,0,24,8.99,card,0,2.0,0
CU801202,2025-02-22,23,East,Premium,19.99,8,14.8,1,3,1,22,19.99,paypal,1,,0
CU800703,2024-02-16,46,East,Standard,14.99,2,13.9,1,4,0,19,18.49,applepay,1,2.0,1
CU801044,2024-02-04,38,South,Standard,14.99,6,4.5,4,3,0,24,14.99,card,1,4.0,0
CU800532,2023-11-14,51,North,Premium,19.99,33,7.7,3,2,0,3,19.99,paypal,1,2.0,0
CU800658,2022-11-19,44,South,Standard,14.99,12,3.5,1,2,0,5,14.99,giftcard,0,5.0,0
CU802245,2023-10-18,56,West,Standard,14.99,26,8.3,2,4,1,14,14.99,applepay,1,4.0,1
CU800510,2024-07-24,32,East,Premium,19.99,38,5.6,2,4,2,0,19.99,paypal,0,5.0,0
CU800060,2023-12-11,16,West,Basic,8.99,11,1.2,1,3,1,2,8.99,card,0,3.0,1
CU802236,2022-02-16,50,South,Basic,8.99,18,8.5,1,4,1,3,8.99,paypal,1,3.0,0
CU802517,2022-06-05,46,South,Standard,14.99,35,14.2,5,3,0,11,18.49,paypal,1,4.0,0
CU801490,2022-10-19,55,South,Premium,19.99,14,0.8,1,2,1,29,19.99,card,1,5.0,0
CU800244,2022-01-06,16,North,Basic,8.99,43,6.2,2,8,1,9,8.99,card,1,5.0,1
CU801321,2024-07-05,28,West,Premium,19.99,24,2.8,3,1,1,24,23.49,card,1,4.0,0
CU801070,2022-07-04,16,North,Standard,14.99,12,7.8,3,6,2,9,18.49,card,1,4.0,0
CU801153,2022-11-08,27,East,Standard,14.99,23,18.4,1,3,0,7,18.49,giftcard,1,5.0,0
CU801717,2025-05-14,43,North,Premium,19.99,15,7.1,2,5,1,14,19.99,card,1,1.0,0
CU802360,2024-08-02,35,West,Premium,19.99,6,4.6,4,3,1,8,19.99,card,1,,1
CU802589,2024-12-07,35,North,Standard,14.99,17,1.1,1,5,0,4,18.49,applepay,1,3.0,0
CU801950,2025-03-12,44,east,Premium,19.99,14,4.1,1,1,1,0,23.49,paypal,1,5.0,0
CU802174,2022-06-29,50,West,Premium,19.99,35,6.9,2,4,0,14,19.99,card,1,4.0,0
CU800469,2025-05-24,34,East,Standard,14.99,10,8.3,4,5,0,0,14.99,paypal,0,1.0,0
CU802381,2023-05-29,33,West,Premium,19.99,15,9.1,1,5,0,11,23.49,paypal,1,2.0,0
CU801744,2024-01-28,32,North,Standard,14.99,5,1.5,1,2,1,7,14.99,card,1,2.0,0
CU800305,2022-11-11,28,West,Basic,8.99,15,5.2,3,2,1,3,12.49,applepay,1,3.0,0
CU800821,2024-08-11,51,South,Standard,14.99,31,1.6,3,3,0,23,18.49,card,0,4.0,0
CU802177,2023-01-13,33,North,Standard,14.99,7,3.4,2,2,2,16,14.99,paypal,1,2.0,0
CU800173,2022-12-21,40,West,Basic,8.99,24,8.0,3,1,0,0,8.99,card,1,3.0,0
CU800067,2022-05-19,36,north,Standard,14.99,24,0.9,2,3,0,0,14.99,card,1,3.0,0
CU802065,2025-03-21,18,West,Premium,19.99,16,9.1,1,4,1,2,19.99,card,1,5.0,0
CU800106,2023-03-03,31,West,Standard,14.99,5,18.4,1,3,2,2,14.99,card,1,4.0,0
CU802498,2023-01-07,32,West,Premium,19.99,22,4.3,5,4,0,1,19.99,card,1,1.0,0
CU801768,2024-03-27,57,East,Premium,19.99,13,5.0,2,2,2,22,23.49,paypal,1,1.0,0
CU802333,2025-02-14,40,East,Premium,19.99,12,3.6,3,2,0,29,26.99,card,0,2.0,0
CU801169,2023-07-21,39,West,Standard,14.99,5,9.5,5,3,1,6,14.99,paypal,1,4.0,0
CU800265,2022-08-03,35,South,Premium,19.99,3,2.8,2,1,2,56,26.99,card,1,3.0,1
CU801665,2023-05-17,21,South,Premium,19.99,26,7.8,2,7,1,4,19.99,card,1,4.0,0
CU801387,2023-05-24,35,South,Premium,19.99,9,2.6,1,2,2,7,19.99,card,1,3.0,0
CU802069,2023-07-07,19,East,Premium,19.99,14,4.6,2,4,0,8,19.99,applepay,1,5.0,0
CU800239,2022-02-13,33,East,Basic,8.99,3,5.5,1,2,0,13,8.99,applepay,0,4.0,0
CU802440,2024-04-07,21,West,Standard,14.99,21,6.4,2,3,0,3,14.99,card,1,3.0,0
CU802194,2022-10-05,29,West,Standard,14.99,20,4.1,4,5,1,7,14.99,card,0,5.0,0
CU801750,2024-03-06,48,East,Basic,8.99,26,2.7,2,1,0,4,8.99,card,0,5.0,0
CU800542,2022-03-28,37,South,Basic,8.99,16,5.1,3,1,1,14,8.99,applepay,0,5.0,0
CU800961,2025-05-12,37,South,Standard,14.99,20,,1,4,1,3,18.49,card,1,4.0,0
CU800288,2024-02-25,41,East,Basic,8.99,16,3.6,3,3,0,32,8.99,applepay,0,5.0,0
CU802031,2022-02-18,43,West,Basic,8.99,18,4.0,1,1,1,10,8.99,paypal,1,3.0,0
CU800068,2024-02-21,28,East,Standard,14.99,14,6.4,5,3,0,5,14.99,card,0,3.0,0
CU801628,2022-07-08,20,north,Standard,14.99,9,13.8,3,1,2,0,14.99,card,1,3.0,0
CU800866,2022-03-30,46,North,Premium,19.99,43,1.3,1,3,0,6,19.99,applepay,1,1.0,0
CU802030,2024-12-30,52,North,Basic,8.99,18,4.2,2,2,0,40,8.99,card,1,5.0,0
CU801794,2025-06-01,51,South,Standard,14.99,39,0.8,5,1,1,0,18.49,card,1,4.0,0
CU802296,2024-09-26,36,East,Standard,14.99,7,6.1,1,4,1,7,14.99,card,1,4.0,1
CU801492,2024-02-05,23,South,Basic,8.99,7,1.5,2,1,1,0,19.49,paypal,1,4.0,0
CU801862,2022-12-07,40,South,Standard,14.99,9,5.2,4,5,0,4,14.99,applepay,0,4.0,1
CU802419,2025-01-04,20,North,Standard,14.99,15,3.5,1,2,1,0,14.99,card,1,4.0,0
CU800827,2023-09-28,28,East,Standard,14.99,30,5.3,3,2,0,10,18.49,card,1,1.0,1
CU801973,2022-02-10,53,East,Basic,8.99,23,3.4,5,5,0,9,12.49,paypal,1,4.0,0
CU802429,2022-10-25,70,East,Standard,14.99,21,7.3,3,3,0,3,14.99,card,1,1.0,0
CU800212,2023-04-30,52,North,Standard,14.99,8,5.8,2,2,2,1,14.99,paypal,1,3.0,0
CU802401,2024-09-10,37,South,Standard,14.99,26,10.0,1,2,1,5,14.99,card,0,5.0,0
CU802402,2024-07-03,36,West,Premium,19.99,6,4.7,1,3,0,4,19.99,card,1,5.0,1
CU801614,2024-10-04,16,North,Standard,14.99,20,13.1,1,3,2,6,14.99,card,1,1.0,0
CU802056,2023-09-12,35,South,Standard,14.99,21,5.1,2,3,0,4,14.99,giftcard,1,5.0,0
CU802398,2023-08-07,52,East,Standard,14.99,17,9.2,1,2,0,0,18.49,applepay,1,3.0,0
CU802404,2024-11-20,48,North,Standard,14.99,19,10.4,3,2,0,7,14.99,card,1,5.0,0
CU800983,2023-03-24,42,West,Basic,8.99,12,6.0,2,1,1,4,8.99,giftcard,0,4.0,0
CU802149,2024-06-08,41,North,Standard,14.99,11,2.6,3,4,0,3,18.49,paypal,1,3.0,0
CU802066,2022-04-05,41,North,Basic,8.99,19,9.0,1,4,1,22,12.49,card,1,1.0,0
CU800274,2025-04-15,31,north,Standard,14.99,7,8.2,2,2,0,6,14.99,card,1,2.0,0
CU801298,2024-07-23,46,North,Standard,14.99,17,3.4,4,6,1,0,14.99,card,1,,0
CU801701,2023-03-06,55,South,Standard,14.99,14,13.9,1,3,4,8,14.99,applepay,0,4.0,0
CU801257,2023-11-03,38,North,Basic,8.99,5,9.4,5,4,1,9,8.99,card,0,3.0,1
CU800009,2022-11-11,42,East,Basic,8.99,26,4.1,1,4,1,10,8.99,card,1,1.0,0
CU801529,2023-06-12,16,West,Basic,8.99,8,6.2,1,4,2,10,12.49,card,1,1.0,1
CU800243,2024-06-26,16,East,Standard,14.99,9,1.3,2,6,1,24,14.99,paypal,0,2.0,0
CU802265,2022-01-13,18,South,Premium,19.99,17,4.6,1,1,0,3,19.99,card,1,5.0,0
CU800824,2023-11-23,31,South,Basic,8.99,6,4.6,3,2,1,3,8.99,card,1,2.0,0
CU800347,2024-04-19,55,North,Standard,14.99,19,4.5,2,2,0,1,14.99,card,1,3.0,1
CU802257,2023-01-21,44,East,Basic,8.99,26,,5,5,2,3,8.99,card,1,4.0,0
CU800016,2022-12-17,27,West,Standard,14.99,42,3.9,2,3,0,3,14.99,card,1,4.0,0
CU800934,2023-11-15,51,South,Standard,14.99,6,5.2,2,5,0,14,14.99,card,1,5.0,0
CU802561,2022-07-27,25,East,Standard,14.99,1,5.1,3,2,2,0,18.49,card,1,3.0,0
CU802387,2022-07-03,38,East,Basic,8.99,12,8.0,4,2,0,0,12.49,paypal,1,5.0,0
CU802506,2022-09-02,39,East,Basic,8.99,21,8.2,4,5,0,8,8.99,card,1,2.0,0
CU800382,2022-05-23,32,East,Standard,14.99,20,4.8,3,3,2,13,14.99,card,1,3.0,0
CU801495,2022-04-17,63,North,Premium,19.99,4,9.4,1,4,1,5,19.99,card,0,4.0,0
CU802019,2022-08-27,43,West,Premium,19.99,16,6.4,2,1,2,9,19.99,applepay,1,1.0,0
CU800867,2024-08-07,16,North,Standard,14.99,11,0.7,3,4,1,1,14.99,card,1,2.0,0
CU801258,2023-01-27,24,south,Standard,14.99,5,3.4,2,3,1,14,18.49,card,1,4.0,1
CU802423,2022-08-17,54,South,Standard,14.99,5,8.2,2,1,1,0,14.99,paypal,0,1.0,1
CU801810,2024-02-10,22,West,Basic,8.99,12,5.3,1,4,0,7,8.99,card,1,3.0,0
CU800424,2022-12-09,41,South,Premium,19.99,5,7.5,5,2,1,2,19.99,card,0,3.0,0
CU802072,2024-12-05,16,North,Standard,14.99,5,7.2,4,3,0,0,14.99,card,0,1.0,1
CU800071,2024-02-07,26,west,Standard,14.99,28,5.5,2,8,1,4,18.49,card,1,4.0,0
CU800924,2022-05-29,21,South,Standard,14.99,13,7.1,1,2,0,2,14.99,applepay,1,4.0,0
CU801284,2023-03-04,42,West,Standard,14.99,7,6.8,2,3,0,8,18.49,paypal,1,3.0,0
CU801503,2022-03-14,52,North,Basic,8.99,11,3.1,2,5,0,24,12.49,paypal,0,1.0,1
CU800174,2023-10-09,35,South,Standard,14.99,7,,2,3,1,12,14.99,card,1,4.0,0
CU800026,2023-06-04,19,West,Standard,14.99,18,4.3,3,1,1,4,14.99,card,0,5.0,0
CU801175,2024-07-28,25,West,Basic,8.99,17,0.8,3,3,1,1,12.49,paypal,0,4.0,1
CU801992,2022-09-17,42,West,Premium,19.99,5,4.3,4,6,1,17,23.49,paypal,1,4.0,0
CU800765,2023-07-23,27,South,Premium,19.99,23,2.2,3,2,2,28,19.99,card,0,1.0,1
CU802366,2024-12-28,71,North,Standard,14.99,16,4.1,2,6,1,4,14.99,card,0,2.0,0
CU801966,2024-12-16,34,East,Standard,14.99,7,1.6,3,4,1,13,18.49,card,1,3.0,1
CU801970,2023-11-21,45,East,Premium,19.99,10,3.2,4,3,0,34,19.99,card,0,4.0,0
